#This file contains the downward and upward spectral flux (per wavelength) at TOA and the #secondary eclipse depth (= planet to star flux ratio).
#Spectral fluxes given in [erg s^-1 cm^-3].
#bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     #planet/star flux ratio  
174     0.255891307       0.255859329          6.39648323e-05     1.61976e+06     212151          8.72036e-07             
175     0.25595528        0.255923294          6.39808235e-05     1.59586e+06     208817          8.71184e-07             
176     0.256019269       0.255987275          6.39968187e-05     1.57196e+06     205489          8.70333e-07             
177     0.256083274       0.256051271          6.40128179e-05     1.54806e+06     202166          8.69483e-07             
178     0.256147295       0.256115284          6.40288211e-05     1.52415e+06     198849          8.68634e-07             
179     0.256211332       0.256179313          6.40448283e-05     1.50023e+06     195538          8.67785e-07             
180     0.256275384       0.256243358          6.40608395e-05     1.47631e+06     192232          8.66938e-07             
181     0.256339453       0.256307419          6.40768547e-05     1.45238e+06     188931          8.66091e-07             
182     0.256403538       0.256371496          6.40928739e-05     1.42844e+06     185636          8.65245e-07             
183     0.256467639       0.256435589          6.41088971e-05     1.4045e+06      182346          8.64399e-07             
184     0.256531756       0.256499697          6.41249244e-05     1.38055e+06     179062          8.63555e-07             
185     0.256595889       0.256563822          6.41409556e-05     1.3566e+06      175783          8.62711e-07             
186     0.256660038       0.256627963          6.41569908e-05     1.33308e+06     172567          8.61868e-07             
187     0.256724203       0.25669212           6.41730301e-05     1.33432e+06     172558          8.61026e-07             
188     0.256788384       0.256756293          6.41890733e-05     1.34986e+06     174397          8.60184e-07             
189     0.256852581       0.256820482          6.42051206e-05     1.3654e+06      176233          8.59343e-07             
190     0.256916794       0.256884688          6.42211719e-05     1.38095e+06     178065          8.58503e-07             
191     0.256981023       0.256948909          6.42372272e-05     1.3965e+06      179894          8.57664e-07             
192     0.257045269       0.257013146          6.42532865e-05     1.41205e+06     181720          8.56826e-07             
193     0.25710953        0.257077399          6.42693498e-05     1.42761e+06     183542          8.55988e-07             
194     0.257173807       0.257141669          6.42854171e-05     1.44317e+06     185362          8.55151e-07             
195     0.257238101       0.257205954          6.43014885e-05     1.45874e+06     187178          8.54315e-07             
