# Spectrum of GJ486 at 1 AU (SPHINX)
# WL(nm)	Flux(ergs/cm**2/s/nm)
1.005370e+03	1.007837e+01
1.009392e+03	1.044129e+01
1.013430e+03	1.047604e+01
1.017483e+03	1.049885e+01
1.021553e+03	1.056825e+01
1.025639e+03	1.019118e+01
1.029742e+03	1.008230e+01
1.033861e+03	1.012883e+01
1.037996e+03	1.048128e+01
1.042148e+03	1.035709e+01
1.046317e+03	1.060613e+01
1.050502e+03	1.056255e+01
1.054704e+03	1.071194e+01
1.058923e+03	1.061475e+01
1.063159e+03	1.061852e+01
1.067411e+03	1.040029e+01
1.071681e+03	1.043169e+01
1.075968e+03	1.057240e+01
1.080272e+03	1.052400e+01
1.084593e+03	1.061188e+01
1.088931e+03	1.057392e+01
1.093287e+03	1.058960e+01
1.097660e+03	1.050282e+01
1.102051e+03	1.054662e+01
1.106459e+03	1.052803e+01
1.110885e+03	1.038273e+01
1.115328e+03	1.053908e+01
1.119789e+03	1.047659e+01
1.124269e+03	1.051252e+01
1.128766e+03	1.045313e+01
1.133281e+03	1.044055e+01
1.137814e+03	9.771838e+00
1.142365e+03	9.815428e+00
1.146935e+03	1.033993e+01
1.151522e+03	1.043709e+01
1.156128e+03	1.031047e+01
1.160753e+03	1.015954e+01
1.165396e+03	1.026390e+01
1.170058e+03	1.010831e+01
1.174738e+03	1.014971e+01
1.179437e+03	9.856773e+00
1.184154e+03	9.935124e+00
1.188891e+03	9.964130e+00
1.193647e+03	1.000747e+01
1.198421e+03	9.600930e+00
1.203215e+03	9.746315e+00
1.208028e+03	9.837279e+00
1.212860e+03	9.752050e+00
1.217711e+03	9.825760e+00
1.222582e+03	9.717145e+00
1.227473e+03	9.805839e+00
1.232382e+03	9.709834e+00
1.237312e+03	9.638712e+00
1.242261e+03	9.263743e+00
1.247230e+03	9.487715e+00
1.252219e+03	9.336019e+00
1.257228e+03	9.424429e+00
1.262257e+03	9.375871e+00
1.267306e+03	9.430666e+00
1.272375e+03	9.366323e+00
1.277465e+03	9.339886e+00
1.282575e+03	9.220113e+00
1.287705e+03	9.102278e+00
1.292856e+03	9.043536e+00
1.298027e+03	9.109013e+00
1.303219e+03	9.091909e+00
1.308432e+03	9.017779e+00
1.313666e+03	9.057873e+00
1.318920e+03	9.027855e+00
1.324196e+03	8.900740e+00
1.329493e+03	8.782615e+00
1.334811e+03	8.405455e+00
1.340150e+03	8.331315e+00
1.345511e+03	8.303716e+00
1.350893e+03	8.309385e+00
